PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(252, 88)",2,"(0, 1)","[(252, 88), (4, 123)]"
"(4, 123)",2,"(0, 6)","[(252, 88), (227, 111)]"
"(39, 138)",2,"(0, 7)","[(252, 88), (198, 148)]"
"(135, 131)",2,"(1, 2)","[(4, 123), (39, 138)]"
"(76, 167)",2,"(1, 4)","[(4, 123), (76, 167)]"
"(137, 152)",2,"(2, 4)","[(39, 138), (76, 167)]"
"(227, 111)",2,"(4, 5)","[(76, 167), (137, 152)]"
"(198, 148)",2,"(4, 7)","[(76, 167), (198, 148)]"
,2,"(5, 7)","[(137, 152), (198, 148)]"
,2,"(6, 7)","[(227, 111), (198, 148)]"
,3,"(0, 1, 2)","[(252, 88), (4, 123), (39, 138)]"
,3,"(0, 1, 6)","[(252, 88), (4, 123), (227, 111)]"
,3,"(0, 3, 6)","[(252, 88), (135, 131), (227, 111)]"
,3,"(0, 6, 7)","[(252, 88), (227, 111), (198, 148)]"
,3,"(1, 2, 3)","[(4, 123), (39, 138), (135, 131)]"
,3,"(1, 2, 4)","[(4, 123), (39, 138), (76, 167)]"
,3,"(2, 4, 5)","[(39, 138), (76, 167), (137, 152)]"
,3,"(4, 5, 7)","[(76, 167), (137, 152), (198, 148)]"
,3,"(5, 6, 7)","[(137, 152), (227, 111), (198, 148)]"
,4,"(0, 1, 2, 3)","[(252, 88), (4, 123), (39, 138), (135, 131)]"
,4,"(0, 1, 2, 6)","[(252, 88), (4, 123), (39, 138), (227, 111)]"
,4,"(0, 1, 3, 6)","[(252, 88), (4, 123), (135, 131), (227, 111)]"
,4,"(0, 3, 6, 7)","[(252, 88), (135, 131), (227, 111), (198, 148)]"
,4,"(0, 5, 6, 7)","[(252, 88), (137, 152), (227, 111), (198, 148)]"
