PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(27, 115)",2,"(0, 1)","[(27, 115), (83, 233)]"
"(83, 233)",2,"(0, 3)","[(27, 115), (73, 161)]"
"(91, 204)",2,"(0, 6)","[(27, 115), (106, 121)]"
"(73, 161)",2,"(0, 7)","[(27, 115), (229, 22)]"
"(93, 174)",2,"(1, 2)","[(83, 233), (91, 204)]"
"(119, 137)",2,"(1, 7)","[(83, 233), (229, 22)]"
"(106, 121)",2,"(5, 7)","[(119, 137), (229, 22)]"
"(229, 22)",2,"(6, 7)","[(106, 121), (229, 22)]"
,3,"(0, 1, 2)","[(27, 115), (83, 233), (91, 204)]"
,3,"(0, 1, 3)","[(27, 115), (83, 233), (73, 161)]"
,3,"(0, 3, 4)","[(27, 115), (73, 161), (93, 174)]"
,3,"(0, 3, 6)","[(27, 115), (73, 161), (106, 121)]"
,3,"(0, 6, 7)","[(27, 115), (106, 121), (229, 22)]"
,3,"(1, 2, 3)","[(83, 233), (91, 204), (73, 161)]"
,3,"(1, 2, 4)","[(83, 233), (91, 204), (93, 174)]"
,3,"(1, 2, 7)","[(83, 233), (91, 204), (229, 22)]"
,3,"(1, 5, 7)","[(83, 233), (119, 137), (229, 22)]"
,3,"(2, 5, 7)","[(91, 204), (119, 137), (229, 22)]"
,3,"(5, 6, 7)","[(119, 137), (106, 121), (229, 22)]"
,4,"(0, 1, 2, 3)","[(27, 115), (83, 233), (91, 204), (73, 161)]"
,4,"(0, 1, 3, 4)","[(27, 115), (83, 233), (73, 161), (93, 174)]"
,4,"(0, 3, 4, 6)","[(27, 115), (73, 161), (93, 174), (106, 121)]"
,4,"(0, 3, 5, 6)","[(27, 115), (73, 161), (119, 137), (106, 121)]"
,4,"(0, 3, 6, 7)","[(27, 115), (73, 161), (106, 121), (229, 22)]"
,4,"(0, 5, 6, 7)","[(27, 115), (119, 137), (106, 121), (229, 22)]"
