PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(158, 38)",2,"(0, 1)","[(158, 38), (43, 198)]"
"(43, 198)",2,"(0, 7)","[(158, 38), (212, 11)]"
"(146, 244)",2,"(1, 2)","[(43, 198), (146, 244)]"
"(159, 133)",2,"(2, 5)","[(146, 244), (170, 130)]"
"(161, 77)",2,"(2, 6)","[(146, 244), (188, 86)]"
"(170, 130)",2,"(2, 7)","[(146, 244), (212, 11)]"
"(188, 86)",2,"(6, 7)","[(188, 86), (212, 11)]"
"(212, 11)",3,"(0, 1, 2)","[(158, 38), (43, 198), (146, 244)]"
,3,"(0, 1, 4)","[(158, 38), (43, 198), (161, 77)]"
,3,"(0, 1, 7)","[(158, 38), (43, 198), (212, 11)]"
,3,"(0, 4, 7)","[(158, 38), (161, 77), (212, 11)]"
,3,"(0, 6, 7)","[(158, 38), (188, 86), (212, 11)]"
,3,"(1, 2, 3)","[(43, 198), (146, 244), (159, 133)]"
,3,"(1, 2, 5)","[(43, 198), (146, 244), (170, 130)]"
,3,"(2, 3, 5)","[(146, 244), (159, 133), (170, 130)]"
,3,"(2, 5, 6)","[(146, 244), (170, 130), (188, 86)]"
,3,"(2, 6, 7)","[(146, 244), (188, 86), (212, 11)]"
,3,"(5, 6, 7)","[(170, 130), (188, 86), (212, 11)]"
,4,"(0, 1, 2, 3)","[(158, 38), (43, 198), (146, 244), (159, 133)]"
,4,"(0, 1, 2, 4)","[(158, 38), (43, 198), (146, 244), (161, 77)]"
,4,"(0, 1, 3, 4)","[(158, 38), (43, 198), (159, 133), (161, 77)]"
,4,"(0, 1, 4, 7)","[(158, 38), (43, 198), (161, 77), (212, 11)]"
,4,"(0, 4, 6, 7)","[(158, 38), (161, 77), (188, 86), (212, 11)]"
,4,"(0, 5, 6, 7)","[(158, 38), (170, 130), (188, 86), (212, 11)]"
