PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(185, 31)",2,"(0, 1)","[(185, 31), (10, 87)]"
"(10, 87)",2,"(0, 7)","[(185, 31), (246, 123)]"
"(117, 222)",2,"(1, 2)","[(10, 87), (117, 222)]"
"(152, 188)",2,"(2, 6)","[(117, 222), (176, 219)]"
"(162, 174)",2,"(6, 7)","[(176, 219), (246, 123)]"
"(175, 131)",3,"(0, 1, 2)","[(185, 31), (10, 87), (117, 222)]"
"(176, 219)",3,"(0, 1, 5)","[(185, 31), (10, 87), (175, 131)]"
"(246, 123)",3,"(0, 1, 7)","[(185, 31), (10, 87), (246, 123)]"
,3,"(0, 5, 7)","[(185, 31), (175, 131), (246, 123)]"
,3,"(0, 6, 7)","[(185, 31), (176, 219), (246, 123)]"
,3,"(1, 2, 3)","[(10, 87), (117, 222), (152, 188)]"
,3,"(1, 2, 6)","[(10, 87), (117, 222), (176, 219)]"
,3,"(2, 3, 6)","[(117, 222), (152, 188), (176, 219)]"
,3,"(2, 6, 7)","[(117, 222), (176, 219), (246, 123)]"
,3,"(3, 6, 7)","[(152, 188), (176, 219), (246, 123)]"
,3,"(4, 6, 7)","[(162, 174), (176, 219), (246, 123)]"
,3,"(5, 6, 7)","[(175, 131), (176, 219), (246, 123)]"
,4,"(0, 1, 2, 3)","[(185, 31), (10, 87), (117, 222), (152, 188)]"
,4,"(0, 1, 2, 5)","[(185, 31), (10, 87), (117, 222), (175, 131)]"
,4,"(0, 1, 4, 5)","[(185, 31), (10, 87), (162, 174), (175, 131)]"
,4,"(0, 1, 5, 7)","[(185, 31), (10, 87), (175, 131), (246, 123)]"
,4,"(0, 4, 5, 7)","[(185, 31), (162, 174), (175, 131), (246, 123)]"
,4,"(0, 5, 6, 7)","[(185, 31), (175, 131), (176, 219), (246, 123)]"
