PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(48, 225)",2,"(0, 1)","[(48, 225), (252, 116)]"
"(252, 116)",2,"(0, 3)","[(48, 225), (129, 130)]"
"(210, 104)",2,"(0, 4)","[(48, 225), (51, 125)]"
"(129, 130)",2,"(0, 7)","[(48, 225), (6, 30)]"
"(51, 125)",2,"(1, 2)","[(252, 116), (210, 104)]"
"(43, 70)",2,"(1, 7)","[(252, 116), (6, 30)]"
"(39, 94)",2,"(2, 7)","[(210, 104), (6, 30)]"
"(6, 30)",2,"(5, 7)","[(43, 70), (6, 30)]"
,2,"(6, 7)","[(39, 94), (6, 30)]"
,3,"(0, 1, 2)","[(48, 225), (252, 116), (210, 104)]"
,3,"(0, 1, 3)","[(48, 225), (252, 116), (129, 130)]"
,3,"(0, 3, 4)","[(48, 225), (129, 130), (51, 125)]"
,3,"(0, 4, 6)","[(48, 225), (51, 125), (39, 94)]"
,3,"(0, 4, 7)","[(48, 225), (51, 125), (6, 30)]"
,3,"(0, 6, 7)","[(48, 225), (39, 94), (6, 30)]"
,3,"(1, 2, 3)","[(252, 116), (210, 104), (129, 130)]"
,3,"(1, 2, 7)","[(252, 116), (210, 104), (6, 30)]"
,3,"(2, 5, 7)","[(210, 104), (43, 70), (6, 30)]"
,3,"(5, 6, 7)","[(43, 70), (39, 94), (6, 30)]"
,4,"(0, 1, 2, 3)","[(48, 225), (252, 116), (210, 104), (129, 130)]"
,4,"(0, 1, 3, 4)","[(48, 225), (252, 116), (129, 130), (51, 125)]"
,4,"(0, 3, 4, 6)","[(48, 225), (129, 130), (51, 125), (39, 94)]"
,4,"(0, 4, 5, 6)","[(48, 225), (51, 125), (43, 70), (39, 94)]"
,4,"(0, 4, 6, 7)","[(48, 225), (51, 125), (39, 94), (6, 30)]"
,4,"(0, 5, 6, 7)","[(48, 225), (43, 70), (39, 94), (6, 30)]"
