PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(128, 228)",2,"(0, 1)","[(128, 228), (158, 222)]"
"(158, 222)",2,"(0, 6)","[(128, 228), (127, 201)]"
"(242, 184)",2,"(0, 7)","[(128, 228), (17, 28)]"
"(213, 183)",2,"(1, 2)","[(158, 222), (242, 184)]"
"(178, 172)",2,"(2, 3)","[(242, 184), (213, 183)]"
"(156, 191)",2,"(2, 7)","[(242, 184), (17, 28)]"
"(127, 201)",2,"(4, 7)","[(178, 172), (17, 28)]"
"(17, 28)",2,"(6, 7)","[(127, 201), (17, 28)]"
,3,"(0, 1, 2)","[(128, 228), (158, 222), (242, 184)]"
,3,"(0, 1, 6)","[(128, 228), (158, 222), (127, 201)]"
,3,"(0, 6, 7)","[(128, 228), (127, 201), (17, 28)]"
,3,"(1, 2, 3)","[(158, 222), (242, 184), (213, 183)]"
,3,"(2, 3, 4)","[(242, 184), (213, 183), (178, 172)]"
,3,"(2, 3, 7)","[(242, 184), (213, 183), (17, 28)]"
,3,"(2, 4, 7)","[(242, 184), (178, 172), (17, 28)]"
,3,"(3, 4, 7)","[(213, 183), (178, 172), (17, 28)]"
,3,"(4, 5, 7)","[(178, 172), (156, 191), (17, 28)]"
,3,"(4, 6, 7)","[(178, 172), (127, 201), (17, 28)]"
,3,"(5, 6, 7)","[(156, 191), (127, 201), (17, 28)]"
,4,"(0, 1, 2, 3)","[(128, 228), (158, 222), (242, 184), (213, 183)]"
,4,"(0, 1, 2, 6)","[(128, 228), (158, 222), (242, 184), (127, 201)]"
,4,"(0, 1, 5, 6)","[(128, 228), (158, 222), (156, 191), (127, 201)]"
,4,"(0, 1, 6, 7)","[(128, 228), (158, 222), (127, 201), (17, 28)]"
,4,"(0, 5, 6, 7)","[(128, 228), (156, 191), (127, 201), (17, 28)]"
