PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(251, 111)",2,"(0, 1)","[(251, 111), (150, 50)]"
"(150, 50)",2,"(0, 6)","[(251, 111), (164, 143)]"
"(5, 120)",2,"(0, 7)","[(251, 111), (146, 206)]"
"(109, 119)",2,"(1, 2)","[(150, 50), (5, 120)]"
"(34, 127)",2,"(2, 4)","[(5, 120), (34, 127)]"
"(84, 146)",2,"(2, 7)","[(5, 120), (146, 206)]"
"(164, 143)",2,"(5, 7)","[(84, 146), (146, 206)]"
"(146, 206)",2,"(6, 7)","[(164, 143), (146, 206)]"
,3,"(0, 1, 2)","[(251, 111), (150, 50), (5, 120)]"
,3,"(0, 1, 3)","[(251, 111), (150, 50), (109, 119)]"
,3,"(0, 1, 6)","[(251, 111), (150, 50), (164, 143)]"
,3,"(0, 6, 7)","[(251, 111), (164, 143), (146, 206)]"
,3,"(1, 2, 3)","[(150, 50), (5, 120), (109, 119)]"
,3,"(1, 2, 4)","[(150, 50), (5, 120), (34, 127)]"
,3,"(2, 4, 5)","[(5, 120), (34, 127), (84, 146)]"
,3,"(2, 4, 7)","[(5, 120), (34, 127), (146, 206)]"
,3,"(2, 5, 7)","[(5, 120), (84, 146), (146, 206)]"
,3,"(4, 5, 7)","[(34, 127), (84, 146), (146, 206)]"
,3,"(5, 6, 7)","[(84, 146), (164, 143), (146, 206)]"
,4,"(0, 1, 2, 3)","[(251, 111), (150, 50), (5, 120), (109, 119)]"
,4,"(0, 1, 3, 6)","[(251, 111), (150, 50), (109, 119), (164, 143)]"
,4,"(0, 1, 6, 7)","[(251, 111), (150, 50), (164, 143), (146, 206)]"
,4,"(0, 3, 6, 7)","[(251, 111), (109, 119), (164, 143), (146, 206)]"
,4,"(0, 5, 6, 7)","[(251, 111), (84, 146), (164, 143), (146, 206)]"
