PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(47, 242)",2,"(0, 1)","[(47, 242), (243, 164)]"
"(243, 164)",2,"(0, 5)","[(47, 242), (62, 208)]"
"(196, 136)",2,"(0, 6)","[(47, 242), (40, 134)]"
"(177, 141)",2,"(0, 7)","[(47, 242), (12, 14)]"
"(112, 142)",2,"(1, 2)","[(243, 164), (196, 136)]"
"(62, 208)",2,"(1, 7)","[(243, 164), (12, 14)]"
"(40, 134)",2,"(2, 7)","[(196, 136), (12, 14)]"
"(12, 14)",2,"(6, 7)","[(40, 134), (12, 14)]"
,3,"(0, 1, 2)","[(47, 242), (243, 164), (196, 136)]"
,3,"(0, 1, 5)","[(47, 242), (243, 164), (62, 208)]"
,3,"(0, 5, 6)","[(47, 242), (62, 208), (40, 134)]"
,3,"(0, 6, 7)","[(47, 242), (40, 134), (12, 14)]"
,3,"(1, 2, 3)","[(243, 164), (196, 136), (177, 141)]"
,3,"(1, 2, 7)","[(243, 164), (196, 136), (12, 14)]"
,3,"(2, 3, 7)","[(196, 136), (177, 141), (12, 14)]"
,3,"(2, 6, 7)","[(196, 136), (40, 134), (12, 14)]"
,3,"(4, 6, 7)","[(112, 142), (40, 134), (12, 14)]"
,3,"(5, 6, 7)","[(62, 208), (40, 134), (12, 14)]"
,4,"(0, 1, 2, 3)","[(47, 242), (243, 164), (196, 136), (177, 141)]"
,4,"(0, 1, 2, 5)","[(47, 242), (243, 164), (196, 136), (62, 208)]"
,4,"(0, 1, 3, 5)","[(47, 242), (243, 164), (177, 141), (62, 208)]"
,4,"(0, 1, 4, 5)","[(47, 242), (243, 164), (112, 142), (62, 208)]"
,4,"(0, 1, 5, 6)","[(47, 242), (243, 164), (62, 208), (40, 134)]"
,4,"(0, 4, 5, 6)","[(47, 242), (112, 142), (62, 208), (40, 134)]"
,4,"(0, 5, 6, 7)","[(47, 242), (62, 208), (40, 134), (12, 14)]"
