PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(44, 13)",2,"(0, 1)","[(44, 13), (7, 70)]"
"(7, 70)",2,"(0, 7)","[(44, 13), (248, 82)]"
"(93, 245)",2,"(1, 2)","[(7, 70), (93, 245)]"
"(105, 210)",2,"(2, 3)","[(93, 245), (105, 210)]"
"(80, 101)",2,"(2, 7)","[(93, 245), (248, 82)]"
"(124, 174)",2,"(5, 7)","[(124, 174), (248, 82)]"
"(112, 124)",2,"(6, 7)","[(112, 124), (248, 82)]"
"(248, 82)",3,"(0, 1, 2)","[(44, 13), (7, 70), (93, 245)]"
,3,"(0, 1, 4)","[(44, 13), (7, 70), (80, 101)]"
,3,"(0, 1, 7)","[(44, 13), (7, 70), (248, 82)]"
,3,"(0, 4, 7)","[(44, 13), (80, 101), (248, 82)]"
,3,"(0, 6, 7)","[(44, 13), (112, 124), (248, 82)]"
,3,"(1, 2, 3)","[(7, 70), (93, 245), (105, 210)]"
,3,"(2, 3, 5)","[(93, 245), (105, 210), (124, 174)]"
,3,"(2, 3, 7)","[(93, 245), (105, 210), (248, 82)]"
,3,"(2, 5, 7)","[(93, 245), (124, 174), (248, 82)]"
,3,"(3, 5, 7)","[(105, 210), (124, 174), (248, 82)]"
,3,"(5, 6, 7)","[(124, 174), (112, 124), (248, 82)]"
,4,"(0, 1, 2, 3)","[(44, 13), (7, 70), (93, 245), (105, 210)]"
,4,"(0, 1, 2, 4)","[(44, 13), (7, 70), (93, 245), (80, 101)]"
,4,"(0, 1, 4, 6)","[(44, 13), (7, 70), (80, 101), (112, 124)]"
,4,"(0, 1, 4, 7)","[(44, 13), (7, 70), (80, 101), (248, 82)]"
,4,"(0, 4, 6, 7)","[(44, 13), (80, 101), (112, 124), (248, 82)]"
,4,"(0, 5, 6, 7)","[(44, 13), (124, 174), (112, 124), (248, 82)]"
