PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(45, 152)",2,"(0, 1)","[(45, 152), (80, 179)]"
"(80, 179)",2,"(0, 6)","[(45, 152), (59, 132)]"
"(157, 224)",2,"(0, 7)","[(45, 152), (84, 31)]"
"(135, 198)",2,"(1, 2)","[(80, 179), (157, 224)]"
"(210, 216)",2,"(2, 3)","[(157, 224), (135, 198)]"
"(151, 188)",2,"(2, 4)","[(157, 224), (210, 216)]"
"(59, 132)",2,"(4, 5)","[(210, 216), (151, 188)]"
"(84, 31)",2,"(4, 7)","[(210, 216), (84, 31)]"
,2,"(6, 7)","[(59, 132), (84, 31)]"
,3,"(0, 1, 2)","[(45, 152), (80, 179), (157, 224)]"
,3,"(0, 1, 6)","[(45, 152), (80, 179), (59, 132)]"
,3,"(0, 6, 7)","[(45, 152), (59, 132), (84, 31)]"
,3,"(1, 2, 3)","[(80, 179), (157, 224), (135, 198)]"
,3,"(2, 3, 4)","[(157, 224), (135, 198), (210, 216)]"
,3,"(2, 4, 5)","[(157, 224), (210, 216), (151, 188)]"
,3,"(4, 5, 7)","[(210, 216), (151, 188), (84, 31)]"
,3,"(4, 6, 7)","[(210, 216), (59, 132), (84, 31)]"
,3,"(5, 6, 7)","[(151, 188), (59, 132), (84, 31)]"
,4,"(0, 1, 2, 3)","[(45, 152), (80, 179), (157, 224), (135, 198)]"
,4,"(0, 1, 2, 6)","[(45, 152), (80, 179), (157, 224), (59, 132)]"
,4,"(0, 1, 3, 6)","[(45, 152), (80, 179), (135, 198), (59, 132)]"
,4,"(0, 1, 6, 7)","[(45, 152), (80, 179), (59, 132), (84, 31)]"
,4,"(0, 5, 6, 7)","[(45, 152), (151, 188), (59, 132), (84, 31)]"
