PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(122, 25)",2,"(0, 1)","[(122, 25), (22, 38)]"
"(22, 38)",2,"(0, 7)","[(122, 25), (233, 101)]"
"(138, 222)",2,"(1, 2)","[(22, 38), (138, 222)]"
"(150, 190)",2,"(2, 3)","[(138, 222), (150, 190)]"
"(148, 122)",2,"(2, 5)","[(138, 222), (185, 199)]"
"(185, 199)",2,"(5, 6)","[(185, 199), (190, 173)]"
"(190, 173)",2,"(5, 7)","[(185, 199), (233, 101)]"
"(233, 101)",2,"(6, 7)","[(190, 173), (233, 101)]"
,3,"(0, 1, 2)","[(122, 25), (22, 38), (138, 222)]"
,3,"(0, 1, 4)","[(122, 25), (22, 38), (148, 122)]"
,3,"(0, 1, 7)","[(122, 25), (22, 38), (233, 101)]"
,3,"(0, 4, 7)","[(122, 25), (148, 122), (233, 101)]"
,3,"(0, 6, 7)","[(122, 25), (190, 173), (233, 101)]"
,3,"(1, 2, 3)","[(22, 38), (138, 222), (150, 190)]"
,3,"(2, 3, 5)","[(138, 222), (150, 190), (185, 199)]"
,3,"(2, 5, 6)","[(138, 222), (185, 199), (190, 173)]"
,3,"(5, 6, 7)","[(185, 199), (190, 173), (233, 101)]"
,4,"(0, 1, 2, 3)","[(122, 25), (22, 38), (138, 222), (150, 190)]"
,4,"(0, 1, 2, 4)","[(122, 25), (22, 38), (138, 222), (148, 122)]"
,4,"(0, 1, 3, 4)","[(122, 25), (22, 38), (150, 190), (148, 122)]"
,4,"(0, 1, 4, 7)","[(122, 25), (22, 38), (148, 122), (233, 101)]"
,4,"(0, 4, 6, 7)","[(122, 25), (148, 122), (190, 173), (233, 101)]"
,4,"(0, 5, 6, 7)","[(122, 25), (185, 199), (190, 173), (233, 101)]"
