PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(238, 118)",2,"(0, 1)","[(238, 118), (17, 27)]"
"(17, 27)",2,"(0, 3)","[(238, 118), (135, 125)]"
"(31, 127)",2,"(0, 7)","[(238, 118), (27, 228)]"
"(135, 125)",2,"(1, 2)","[(17, 27), (31, 127)]"
"(72, 133)",2,"(1, 7)","[(17, 27), (27, 228)]"
"(84, 139)",2,"(2, 7)","[(31, 127), (27, 228)]"
"(93, 148)",2,"(6, 7)","[(93, 148), (27, 228)]"
"(27, 228)",3,"(0, 1, 2)","[(238, 118), (17, 27), (31, 127)]"
,3,"(0, 1, 3)","[(238, 118), (17, 27), (135, 125)]"
,3,"(0, 3, 6)","[(238, 118), (135, 125), (93, 148)]"
,3,"(0, 3, 7)","[(238, 118), (135, 125), (27, 228)]"
,3,"(0, 6, 7)","[(238, 118), (93, 148), (27, 228)]"
,3,"(1, 2, 3)","[(17, 27), (31, 127), (135, 125)]"
,3,"(1, 2, 4)","[(17, 27), (31, 127), (72, 133)]"
,3,"(1, 2, 7)","[(17, 27), (31, 127), (27, 228)]"
,3,"(2, 4, 7)","[(31, 127), (72, 133), (27, 228)]"
,3,"(2, 6, 7)","[(31, 127), (93, 148), (27, 228)]"
,3,"(5, 6, 7)","[(84, 139), (93, 148), (27, 228)]"
,4,"(0, 1, 2, 3)","[(238, 118), (17, 27), (31, 127), (135, 125)]"
,4,"(0, 1, 3, 4)","[(238, 118), (17, 27), (135, 125), (72, 133)]"
,4,"(0, 1, 3, 5)","[(238, 118), (17, 27), (135, 125), (84, 139)]"
,4,"(0, 1, 3, 6)","[(238, 118), (17, 27), (135, 125), (93, 148)]"
,4,"(0, 3, 5, 6)","[(238, 118), (135, 125), (84, 139), (93, 148)]"
,4,"(0, 3, 6, 7)","[(238, 118), (135, 125), (93, 148), (27, 228)]"
,4,"(0, 5, 6, 7)","[(238, 118), (84, 139), (93, 148), (27, 228)]"
