PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(57, 80)",2,"(0, 1)","[(57, 80), (54, 94)]"
"(54, 94)",2,"(0, 7)","[(57, 80), (170, 49)]"
"(201, 206)",2,"(1, 2)","[(54, 94), (201, 206)]"
"(247, 202)",2,"(2, 3)","[(201, 206), (247, 202)]"
"(199, 158)",2,"(3, 5)","[(247, 202), (231, 150)]"
"(231, 150)",2,"(5, 7)","[(231, 150), (170, 49)]"
"(203, 129)",2,"(6, 7)","[(203, 129), (170, 49)]"
"(170, 49)",3,"(0, 1, 2)","[(57, 80), (54, 94), (201, 206)]"
,3,"(0, 1, 7)","[(57, 80), (54, 94), (170, 49)]"
,3,"(0, 6, 7)","[(57, 80), (203, 129), (170, 49)]"
,3,"(1, 2, 3)","[(54, 94), (201, 206), (247, 202)]"
,3,"(2, 3, 4)","[(201, 206), (247, 202), (199, 158)]"
,3,"(2, 3, 5)","[(201, 206), (247, 202), (231, 150)]"
,3,"(3, 5, 6)","[(247, 202), (231, 150), (203, 129)]"
,3,"(3, 5, 7)","[(247, 202), (231, 150), (170, 49)]"
,3,"(5, 6, 7)","[(231, 150), (203, 129), (170, 49)]"
,4,"(0, 1, 2, 3)","[(57, 80), (54, 94), (201, 206), (247, 202)]"
,4,"(0, 1, 2, 4)","[(57, 80), (54, 94), (201, 206), (199, 158)]"
,4,"(0, 1, 2, 7)","[(57, 80), (54, 94), (201, 206), (170, 49)]"
,4,"(0, 1, 4, 7)","[(57, 80), (54, 94), (199, 158), (170, 49)]"
,4,"(0, 1, 6, 7)","[(57, 80), (54, 94), (203, 129), (170, 49)]"
,4,"(0, 5, 6, 7)","[(57, 80), (231, 150), (203, 129), (170, 49)]"
