PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(253, 234)",2,"(0, 1)","[(253, 234), (251, 217)]"
"(251, 217)",2,"(0, 5)","[(253, 234), (235, 216)]"
"(181, 22)",2,"(0, 7)","[(253, 234), (3, 77)]"
"(169, 88)",2,"(1, 2)","[(251, 217), (181, 22)]"
"(223, 187)",2,"(2, 3)","[(181, 22), (169, 88)]"
"(235, 216)",2,"(2, 7)","[(181, 22), (3, 77)]"
"(73, 104)",2,"(6, 7)","[(73, 104), (3, 77)]"
"(3, 77)",3,"(0, 1, 2)","[(253, 234), (251, 217), (181, 22)]"
,3,"(0, 1, 5)","[(253, 234), (251, 217), (235, 216)]"
,3,"(0, 5, 7)","[(253, 234), (235, 216), (3, 77)]"
,3,"(0, 6, 7)","[(253, 234), (73, 104), (3, 77)]"
,3,"(1, 2, 3)","[(251, 217), (181, 22), (169, 88)]"
,3,"(2, 3, 4)","[(181, 22), (169, 88), (223, 187)]"
,3,"(2, 3, 6)","[(181, 22), (169, 88), (73, 104)]"
,3,"(2, 3, 7)","[(181, 22), (169, 88), (3, 77)]"
,3,"(2, 6, 7)","[(181, 22), (73, 104), (3, 77)]"
,3,"(3, 6, 7)","[(169, 88), (73, 104), (3, 77)]"
,3,"(5, 6, 7)","[(235, 216), (73, 104), (3, 77)]"
,4,"(0, 1, 2, 3)","[(253, 234), (251, 217), (181, 22), (169, 88)]"
,4,"(0, 1, 2, 4)","[(253, 234), (251, 217), (181, 22), (223, 187)]"
,4,"(0, 1, 2, 5)","[(253, 234), (251, 217), (181, 22), (235, 216)]"
,4,"(0, 1, 4, 5)","[(253, 234), (251, 217), (223, 187), (235, 216)]"
,4,"(0, 1, 5, 7)","[(253, 234), (251, 217), (235, 216), (3, 77)]"
,4,"(0, 5, 6, 7)","[(253, 234), (235, 216), (73, 104), (3, 77)]"
