PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(244, 254)",2,"(0, 1)","[(244, 254), (150, 2)]"
"(150, 2)",2,"(0, 6)","[(244, 254), (191, 218)]"
"(112, 6)",2,"(0, 7)","[(244, 254), (11, 146)]"
"(58, 1)",2,"(1, 2)","[(150, 2), (112, 6)]"
"(140, 152)",2,"(1, 3)","[(150, 2), (58, 1)]"
"(122, 157)",2,"(2, 3)","[(112, 6), (58, 1)]"
"(191, 218)",2,"(3, 7)","[(58, 1), (11, 146)]"
"(11, 146)",2,"(5, 7)","[(122, 157), (11, 146)]"
,2,"(6, 7)","[(191, 218), (11, 146)]"
,3,"(0, 1, 2)","[(244, 254), (150, 2), (112, 6)]"
,3,"(0, 1, 6)","[(244, 254), (150, 2), (191, 218)]"
,3,"(0, 4, 6)","[(244, 254), (140, 152), (191, 218)]"
,3,"(0, 5, 6)","[(244, 254), (122, 157), (191, 218)]"
,3,"(0, 6, 7)","[(244, 254), (191, 218), (11, 146)]"
,3,"(1, 2, 3)","[(150, 2), (112, 6), (58, 1)]"
,3,"(2, 3, 7)","[(112, 6), (58, 1), (11, 146)]"
,3,"(3, 5, 7)","[(58, 1), (122, 157), (11, 146)]"
,3,"(4, 5, 7)","[(140, 152), (122, 157), (11, 146)]"
,3,"(5, 6, 7)","[(122, 157), (191, 218), (11, 146)]"
,4,"(0, 1, 2, 3)","[(244, 254), (150, 2), (112, 6), (58, 1)]"
,4,"(0, 1, 2, 6)","[(244, 254), (150, 2), (112, 6), (191, 218)]"
,4,"(0, 1, 4, 6)","[(244, 254), (150, 2), (140, 152), (191, 218)]"
,4,"(0, 4, 5, 6)","[(244, 254), (140, 152), (122, 157), (191, 218)]"
,4,"(0, 5, 6, 7)","[(244, 254), (122, 157), (191, 218), (11, 146)]"
