PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(225, 11)",2,"(0, 1)","[(225, 11), (73, 10)]"
"(73, 10)",2,"(0, 6)","[(225, 11), (108, 148)]"
"(65, 72)",2,"(0, 7)","[(225, 11), (31, 245)]"
"(67, 85)",2,"(1, 2)","[(73, 10), (65, 72)]"
"(79, 87)",2,"(1, 7)","[(73, 10), (31, 245)]"
"(99, 123)",2,"(2, 7)","[(65, 72), (31, 245)]"
"(108, 148)",2,"(3, 7)","[(67, 85), (31, 245)]"
"(31, 245)",2,"(6, 7)","[(108, 148), (31, 245)]"
,3,"(0, 1, 2)","[(225, 11), (73, 10), (65, 72)]"
,3,"(0, 1, 4)","[(225, 11), (73, 10), (79, 87)]"
,3,"(0, 1, 5)","[(225, 11), (73, 10), (99, 123)]"
,3,"(0, 1, 6)","[(225, 11), (73, 10), (108, 148)]"
,3,"(0, 5, 6)","[(225, 11), (99, 123), (108, 148)]"
,3,"(0, 6, 7)","[(225, 11), (108, 148), (31, 245)]"
,3,"(1, 2, 3)","[(73, 10), (65, 72), (67, 85)]"
,3,"(1, 2, 7)","[(73, 10), (65, 72), (31, 245)]"
,3,"(2, 3, 7)","[(65, 72), (67, 85), (31, 245)]"
,3,"(3, 6, 7)","[(67, 85), (108, 148), (31, 245)]"
,3,"(5, 6, 7)","[(99, 123), (108, 148), (31, 245)]"
,4,"(0, 1, 2, 3)","[(225, 11), (73, 10), (65, 72), (67, 85)]"
,4,"(0, 1, 2, 4)","[(225, 11), (73, 10), (65, 72), (79, 87)]"
,4,"(0, 1, 4, 5)","[(225, 11), (73, 10), (79, 87), (99, 123)]"
,4,"(0, 1, 5, 6)","[(225, 11), (73, 10), (99, 123), (108, 148)]"
,4,"(0, 4, 5, 6)","[(225, 11), (79, 87), (99, 123), (108, 148)]"
,4,"(0, 5, 6, 7)","[(225, 11), (99, 123), (108, 148), (31, 245)]"
