PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(226, 12)",2,"(0, 1)","[(226, 12), (29, 89)]"
"(29, 89)",2,"(0, 7)","[(226, 12), (187, 243)]"
"(37, 241)",2,"(1, 2)","[(29, 89), (37, 241)]"
"(59, 227)",2,"(2, 3)","[(37, 241), (59, 227)]"
"(117, 199)",2,"(2, 7)","[(37, 241), (187, 243)]"
"(152, 224)",2,"(6, 7)","[(155, 236), (187, 243)]"
"(155, 236)",3,"(0, 1, 2)","[(226, 12), (29, 89), (37, 241)]"
"(187, 243)",3,"(0, 1, 3)","[(226, 12), (29, 89), (59, 227)]"
,3,"(0, 1, 4)","[(226, 12), (29, 89), (117, 199)]"
,3,"(0, 1, 7)","[(226, 12), (29, 89), (187, 243)]"
,3,"(0, 5, 7)","[(226, 12), (152, 224), (187, 243)]"
,3,"(0, 6, 7)","[(226, 12), (155, 236), (187, 243)]"
,3,"(1, 2, 3)","[(29, 89), (37, 241), (59, 227)]"
,3,"(2, 3, 4)","[(37, 241), (59, 227), (117, 199)]"
,3,"(2, 3, 6)","[(37, 241), (59, 227), (155, 236)]"
,3,"(2, 3, 7)","[(37, 241), (59, 227), (187, 243)]"
,3,"(2, 6, 7)","[(37, 241), (155, 236), (187, 243)]"
,3,"(5, 6, 7)","[(152, 224), (155, 236), (187, 243)]"
,4,"(0, 1, 2, 3)","[(226, 12), (29, 89), (37, 241), (59, 227)]"
,4,"(0, 1, 3, 4)","[(226, 12), (29, 89), (59, 227), (117, 199)]"
,4,"(0, 1, 4, 5)","[(226, 12), (29, 89), (117, 199), (152, 224)]"
,4,"(0, 1, 4, 7)","[(226, 12), (29, 89), (117, 199), (187, 243)]"
,4,"(0, 1, 5, 7)","[(226, 12), (29, 89), (152, 224), (187, 243)]"
,4,"(0, 5, 6, 7)","[(226, 12), (152, 224), (155, 236), (187, 243)]"
