PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(160, 109)",2,"(0, 1)","[(160, 109), (45, 66)]"
"(45, 66)",2,"(0, 7)","[(160, 109), (215, 164)]"
"(41, 190)",2,"(1, 2)","[(45, 66), (41, 190)]"
"(96, 156)",2,"(2, 3)","[(41, 190), (96, 156)]"
"(112, 175)",2,"(2, 4)","[(41, 190), (112, 175)]"
"(126, 162)",2,"(2, 7)","[(41, 190), (215, 164)]"
"(125, 169)",2,"(4, 7)","[(112, 175), (215, 164)]"
"(215, 164)",2,"(6, 7)","[(125, 169), (215, 164)]"
,3,"(0, 1, 2)","[(160, 109), (45, 66), (41, 190)]"
,3,"(0, 1, 3)","[(160, 109), (45, 66), (96, 156)]"
,3,"(0, 1, 7)","[(160, 109), (45, 66), (215, 164)]"
,3,"(0, 5, 7)","[(160, 109), (126, 162), (215, 164)]"
,3,"(0, 6, 7)","[(160, 109), (125, 169), (215, 164)]"
,3,"(1, 2, 3)","[(45, 66), (41, 190), (96, 156)]"
,3,"(2, 3, 4)","[(41, 190), (96, 156), (112, 175)]"
,3,"(2, 4, 6)","[(41, 190), (112, 175), (125, 169)]"
,3,"(2, 4, 7)","[(41, 190), (112, 175), (215, 164)]"
,3,"(4, 6, 7)","[(112, 175), (125, 169), (215, 164)]"
,3,"(5, 6, 7)","[(126, 162), (125, 169), (215, 164)]"
,4,"(0, 1, 2, 3)","[(160, 109), (45, 66), (41, 190), (96, 156)]"
,4,"(0, 1, 3, 5)","[(160, 109), (45, 66), (96, 156), (126, 162)]"
,4,"(0, 1, 3, 7)","[(160, 109), (45, 66), (96, 156), (215, 164)]"
,4,"(0, 1, 5, 7)","[(160, 109), (45, 66), (126, 162), (215, 164)]"
,4,"(0, 5, 6, 7)","[(160, 109), (126, 162), (125, 169), (215, 164)]"
