PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(38, 35)",2,"(0, 1)","[(38, 35), (72, 220)]"
"(72, 220)",2,"(0, 5)","[(38, 35), (87, 75)]"
"(81, 202)",2,"(0, 6)","[(38, 35), (98, 64)]"
"(96, 118)",2,"(0, 7)","[(38, 35), (218, 71)]"
"(89, 99)",2,"(1, 2)","[(72, 220), (81, 202)]"
"(87, 75)",2,"(1, 7)","[(72, 220), (218, 71)]"
"(98, 64)",2,"(2, 7)","[(81, 202), (218, 71)]"
"(218, 71)",2,"(3, 7)","[(96, 118), (218, 71)]"
,2,"(6, 7)","[(98, 64), (218, 71)]"
,3,"(0, 1, 2)","[(38, 35), (72, 220), (81, 202)]"
,3,"(0, 1, 5)","[(38, 35), (72, 220), (87, 75)]"
,3,"(0, 4, 5)","[(38, 35), (89, 99), (87, 75)]"
,3,"(0, 5, 6)","[(38, 35), (87, 75), (98, 64)]"
,3,"(0, 6, 7)","[(38, 35), (98, 64), (218, 71)]"
,3,"(1, 2, 3)","[(72, 220), (81, 202), (96, 118)]"
,3,"(1, 2, 7)","[(72, 220), (81, 202), (218, 71)]"
,3,"(2, 3, 7)","[(81, 202), (96, 118), (218, 71)]"
,3,"(3, 6, 7)","[(96, 118), (98, 64), (218, 71)]"
,3,"(5, 6, 7)","[(87, 75), (98, 64), (218, 71)]"
,4,"(0, 1, 2, 3)","[(38, 35), (72, 220), (81, 202), (96, 118)]"
,4,"(0, 1, 2, 4)","[(38, 35), (72, 220), (81, 202), (89, 99)]"
,4,"(0, 1, 2, 5)","[(38, 35), (72, 220), (81, 202), (87, 75)]"
,4,"(0, 1, 4, 5)","[(38, 35), (72, 220), (89, 99), (87, 75)]"
,4,"(0, 4, 5, 6)","[(38, 35), (89, 99), (87, 75), (98, 64)]"
,4,"(0, 5, 6, 7)","[(38, 35), (87, 75), (98, 64), (218, 71)]"
