PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(157, 202)",2,"(0, 1)","[(157, 202), (172, 199)]"
"(172, 199)",2,"(0, 6)","[(157, 202), (129, 171)]"
"(193, 182)",2,"(0, 7)","[(157, 202), (45, 103)]"
"(184, 172)",2,"(1, 2)","[(172, 199), (193, 182)]"
"(169, 184)",2,"(2, 3)","[(193, 182), (184, 172)]"
"(211, 53)",2,"(2, 5)","[(193, 182), (211, 53)]"
"(129, 171)",2,"(3, 5)","[(184, 172), (211, 53)]"
"(45, 103)",2,"(5, 7)","[(211, 53), (45, 103)]"
,2,"(6, 7)","[(129, 171), (45, 103)]"
,3,"(0, 1, 2)","[(157, 202), (172, 199), (193, 182)]"
,3,"(0, 1, 4)","[(157, 202), (172, 199), (169, 184)]"
,3,"(0, 1, 6)","[(157, 202), (172, 199), (129, 171)]"
,3,"(0, 6, 7)","[(157, 202), (129, 171), (45, 103)]"
,3,"(1, 2, 3)","[(172, 199), (193, 182), (184, 172)]"
,3,"(2, 3, 5)","[(193, 182), (184, 172), (211, 53)]"
,3,"(3, 5, 7)","[(184, 172), (211, 53), (45, 103)]"
,3,"(5, 6, 7)","[(211, 53), (129, 171), (45, 103)]"
,4,"(0, 1, 2, 3)","[(157, 202), (172, 199), (193, 182), (184, 172)]"
,4,"(0, 1, 2, 4)","[(157, 202), (172, 199), (193, 182), (169, 184)]"
,4,"(0, 1, 4, 6)","[(157, 202), (172, 199), (169, 184), (129, 171)]"
,4,"(0, 1, 6, 7)","[(157, 202), (172, 199), (129, 171), (45, 103)]"
,4,"(0, 4, 6, 7)","[(157, 202), (169, 184), (129, 171), (45, 103)]"
,4,"(0, 5, 6, 7)","[(157, 202), (211, 53), (129, 171), (45, 103)]"
