PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(250, 219)",2,"(0, 1)","[(250, 219), (220, 43)]"
"(220, 43)",2,"(0, 3)","[(250, 219), (181, 161)]"
"(162, 135)",2,"(0, 4)","[(250, 219), (168, 169)]"
"(181, 161)",2,"(0, 6)","[(250, 219), (149, 174)]"
"(168, 169)",2,"(0, 7)","[(250, 219), (19, 139)]"
"(84, 132)",2,"(1, 2)","[(220, 43), (162, 135)]"
"(149, 174)",2,"(1, 5)","[(220, 43), (84, 132)]"
"(19, 139)",2,"(1, 7)","[(220, 43), (19, 139)]"
,2,"(5, 7)","[(84, 132), (19, 139)]"
,2,"(6, 7)","[(149, 174), (19, 139)]"
,3,"(0, 1, 2)","[(250, 219), (220, 43), (162, 135)]"
,3,"(0, 1, 3)","[(250, 219), (220, 43), (181, 161)]"
,3,"(0, 3, 4)","[(250, 219), (181, 161), (168, 169)]"
,3,"(0, 4, 6)","[(250, 219), (168, 169), (149, 174)]"
,3,"(0, 6, 7)","[(250, 219), (149, 174), (19, 139)]"
,3,"(1, 2, 3)","[(220, 43), (162, 135), (181, 161)]"
,3,"(1, 2, 5)","[(220, 43), (162, 135), (84, 132)]"
,3,"(1, 5, 7)","[(220, 43), (84, 132), (19, 139)]"
,3,"(2, 5, 7)","[(162, 135), (84, 132), (19, 139)]"
,3,"(5, 6, 7)","[(84, 132), (149, 174), (19, 139)]"
,4,"(0, 1, 2, 3)","[(250, 219), (220, 43), (162, 135), (181, 161)]"
,4,"(0, 1, 3, 4)","[(250, 219), (220, 43), (181, 161), (168, 169)]"
,4,"(0, 3, 4, 6)","[(250, 219), (181, 161), (168, 169), (149, 174)]"
,4,"(0, 4, 6, 7)","[(250, 219), (168, 169), (149, 174), (19, 139)]"
,4,"(0, 5, 6, 7)","[(250, 219), (84, 132), (149, 174), (19, 139)]"
