PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(9, 131)",2,"(0, 1)","[(9, 131), (246, 237)]"
"(246, 237)",2,"(0, 3)","[(9, 131), (144, 161)]"
"(218, 187)",2,"(0, 7)","[(9, 131), (191, 19)]"
"(144, 161)",2,"(1, 2)","[(246, 237), (218, 187)]"
"(155, 136)",2,"(1, 7)","[(246, 237), (191, 19)]"
"(166, 134)",2,"(2, 7)","[(218, 187), (191, 19)]"
"(177, 125)",2,"(6, 7)","[(177, 125), (191, 19)]"
"(191, 19)",3,"(0, 1, 2)","[(9, 131), (246, 237), (218, 187)]"
,3,"(0, 1, 3)","[(9, 131), (246, 237), (144, 161)]"
,3,"(0, 3, 4)","[(9, 131), (144, 161), (155, 136)]"
,3,"(0, 3, 7)","[(9, 131), (144, 161), (191, 19)]"
,3,"(0, 4, 7)","[(9, 131), (155, 136), (191, 19)]"
,3,"(0, 6, 7)","[(9, 131), (177, 125), (191, 19)]"
,3,"(1, 2, 3)","[(246, 237), (218, 187), (144, 161)]"
,3,"(1, 2, 6)","[(246, 237), (218, 187), (177, 125)]"
,3,"(1, 2, 7)","[(246, 237), (218, 187), (191, 19)]"
,3,"(2, 6, 7)","[(218, 187), (177, 125), (191, 19)]"
,3,"(5, 6, 7)","[(166, 134), (177, 125), (191, 19)]"
,4,"(0, 1, 2, 3)","[(9, 131), (246, 237), (218, 187), (144, 161)]"
,4,"(0, 1, 3, 4)","[(9, 131), (246, 237), (144, 161), (155, 136)]"
,4,"(0, 3, 4, 5)","[(9, 131), (144, 161), (155, 136), (166, 134)]"
,4,"(0, 3, 4, 7)","[(9, 131), (144, 161), (155, 136), (191, 19)]"
,4,"(0, 4, 5, 7)","[(9, 131), (155, 136), (166, 134), (191, 19)]"
,4,"(0, 4, 6, 7)","[(9, 131), (155, 136), (177, 125), (191, 19)]"
,4,"(0, 5, 6, 7)","[(9, 131), (166, 134), (177, 125), (191, 19)]"
