PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(186, 242)",2,"(0, 1)","[(186, 242), (253, 14)]"
"(253, 14)",2,"(0, 5)","[(186, 242), (97, 177)]"
"(2, 37)",2,"(0, 7)","[(186, 242), (54, 183)]"
"(57, 110)",2,"(1, 2)","[(253, 14), (2, 37)]"
"(74, 153)",2,"(2, 3)","[(2, 37), (57, 110)]"
"(97, 177)",2,"(2, 6)","[(2, 37), (47, 149)]"
"(47, 149)",2,"(2, 7)","[(2, 37), (54, 183)]"
"(54, 183)",2,"(6, 7)","[(47, 149), (54, 183)]"
,3,"(0, 1, 2)","[(186, 242), (253, 14), (2, 37)]"
,3,"(0, 1, 3)","[(186, 242), (253, 14), (57, 110)]"
,3,"(0, 1, 5)","[(186, 242), (253, 14), (97, 177)]"
,3,"(0, 5, 7)","[(186, 242), (97, 177), (54, 183)]"
,3,"(0, 6, 7)","[(186, 242), (47, 149), (54, 183)]"
,3,"(1, 2, 3)","[(253, 14), (2, 37), (57, 110)]"
,3,"(2, 3, 6)","[(2, 37), (57, 110), (47, 149)]"
,3,"(2, 6, 7)","[(2, 37), (47, 149), (54, 183)]"
,3,"(4, 6, 7)","[(74, 153), (47, 149), (54, 183)]"
,3,"(5, 6, 7)","[(97, 177), (47, 149), (54, 183)]"
,4,"(0, 1, 2, 3)","[(186, 242), (253, 14), (2, 37), (57, 110)]"
,4,"(0, 1, 3, 5)","[(186, 242), (253, 14), (57, 110), (97, 177)]"
,4,"(0, 1, 4, 5)","[(186, 242), (253, 14), (74, 153), (97, 177)]"
,4,"(0, 1, 5, 7)","[(186, 242), (253, 14), (97, 177), (54, 183)]"
,4,"(0, 4, 5, 7)","[(186, 242), (74, 153), (97, 177), (54, 183)]"
,4,"(0, 5, 6, 7)","[(186, 242), (97, 177), (47, 149), (54, 183)]"
