PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(127, 192)",2,"(0, 1)","[(127, 192), (229, 149)]"
"(229, 149)",2,"(0, 4)","[(127, 192), (118, 152)]"
"(150, 133)",2,"(0, 5)","[(127, 192), (100, 142)]"
"(136, 116)",2,"(0, 7)","[(127, 192), (22, 59)]"
"(118, 152)",2,"(1, 2)","[(229, 149), (150, 133)]"
"(100, 142)",2,"(1, 3)","[(229, 149), (136, 116)]"
"(70, 101)",2,"(1, 7)","[(229, 149), (22, 59)]"
"(22, 59)",2,"(3, 7)","[(136, 116), (22, 59)]"
,2,"(6, 7)","[(70, 101), (22, 59)]"
,3,"(0, 1, 2)","[(127, 192), (229, 149), (150, 133)]"
,3,"(0, 1, 4)","[(127, 192), (229, 149), (118, 152)]"
,3,"(0, 4, 5)","[(127, 192), (118, 152), (100, 142)]"
,3,"(0, 5, 7)","[(127, 192), (100, 142), (22, 59)]"
,3,"(0, 6, 7)","[(127, 192), (70, 101), (22, 59)]"
,3,"(1, 2, 3)","[(229, 149), (150, 133), (136, 116)]"
,3,"(1, 3, 7)","[(229, 149), (136, 116), (22, 59)]"
,3,"(3, 6, 7)","[(136, 116), (70, 101), (22, 59)]"
,3,"(5, 6, 7)","[(100, 142), (70, 101), (22, 59)]"
,4,"(0, 1, 2, 3)","[(127, 192), (229, 149), (150, 133), (136, 116)]"
,4,"(0, 1, 2, 4)","[(127, 192), (229, 149), (150, 133), (118, 152)]"
,4,"(0, 1, 4, 5)","[(127, 192), (229, 149), (118, 152), (100, 142)]"
,4,"(0, 2, 4, 5)","[(127, 192), (150, 133), (118, 152), (100, 142)]"
,4,"(0, 4, 5, 6)","[(127, 192), (118, 152), (100, 142), (70, 101)]"
,4,"(0, 4, 5, 7)","[(127, 192), (118, 152), (100, 142), (22, 59)]"
,4,"(0, 5, 6, 7)","[(127, 192), (100, 142), (70, 101), (22, 59)]"
