PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(0, 5)",2,"(0, 1)","[(0, 5), (90, 204)]"
"(90, 204)",2,"(0, 7)","[(0, 5), (255, 117)]"
"(133, 250)",2,"(1, 2)","[(90, 204), (133, 250)]"
"(166, 230)",2,"(2, 3)","[(133, 250), (166, 230)]"
"(164, 208)",2,"(3, 7)","[(166, 230), (255, 117)]"
"(182, 161)",2,"(6, 7)","[(214, 153), (255, 117)]"
"(214, 153)",3,"(0, 1, 2)","[(0, 5), (90, 204), (133, 250)]"
"(255, 117)",3,"(0, 1, 5)","[(0, 5), (90, 204), (182, 161)]"
,3,"(0, 1, 7)","[(0, 5), (90, 204), (255, 117)]"
,3,"(0, 5, 7)","[(0, 5), (182, 161), (255, 117)]"
,3,"(0, 6, 7)","[(0, 5), (214, 153), (255, 117)]"
,3,"(1, 2, 3)","[(90, 204), (133, 250), (166, 230)]"
,3,"(2, 3, 4)","[(133, 250), (166, 230), (164, 208)]"
,3,"(2, 3, 7)","[(133, 250), (166, 230), (255, 117)]"
,3,"(3, 6, 7)","[(166, 230), (214, 153), (255, 117)]"
,3,"(5, 6, 7)","[(182, 161), (214, 153), (255, 117)]"
,4,"(0, 1, 2, 3)","[(0, 5), (90, 204), (133, 250), (166, 230)]"
,4,"(0, 1, 2, 4)","[(0, 5), (90, 204), (133, 250), (164, 208)]"
,4,"(0, 1, 2, 5)","[(0, 5), (90, 204), (133, 250), (182, 161)]"
,4,"(0, 1, 4, 5)","[(0, 5), (90, 204), (164, 208), (182, 161)]"
,4,"(0, 1, 5, 6)","[(0, 5), (90, 204), (182, 161), (214, 153)]"
,4,"(0, 1, 5, 7)","[(0, 5), (90, 204), (182, 161), (255, 117)]"
,4,"(0, 5, 6, 7)","[(0, 5), (182, 161), (214, 153), (255, 117)]"
