PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(248, 175)",2,"(0, 1)","[(248, 175), (112, 12)]"
"(112, 12)",2,"(0, 4)","[(248, 175), (180, 176)]"
"(2, 25)",2,"(0, 7)","[(248, 175), (91, 244)]"
"(97, 93)",2,"(1, 2)","[(112, 12), (2, 25)]"
"(180, 176)",2,"(2, 3)","[(2, 25), (97, 93)]"
"(105, 185)",2,"(2, 7)","[(2, 25), (91, 244)]"
"(114, 219)",2,"(6, 7)","[(114, 219), (91, 244)]"
"(91, 244)",3,"(0, 1, 2)","[(248, 175), (112, 12), (2, 25)]"
,3,"(0, 1, 3)","[(248, 175), (112, 12), (97, 93)]"
,3,"(0, 1, 4)","[(248, 175), (112, 12), (180, 176)]"
,3,"(0, 4, 6)","[(248, 175), (180, 176), (114, 219)]"
,3,"(0, 4, 7)","[(248, 175), (180, 176), (91, 244)]"
,3,"(0, 6, 7)","[(248, 175), (114, 219), (91, 244)]"
,3,"(1, 2, 3)","[(112, 12), (2, 25), (97, 93)]"
,3,"(2, 3, 7)","[(2, 25), (97, 93), (91, 244)]"
,3,"(2, 5, 7)","[(2, 25), (105, 185), (91, 244)]"
,3,"(2, 6, 7)","[(2, 25), (114, 219), (91, 244)]"
,3,"(5, 6, 7)","[(105, 185), (114, 219), (91, 244)]"
,4,"(0, 1, 2, 3)","[(248, 175), (112, 12), (2, 25), (97, 93)]"
,4,"(0, 1, 3, 4)","[(248, 175), (112, 12), (97, 93), (180, 176)]"
,4,"(0, 1, 4, 6)","[(248, 175), (112, 12), (180, 176), (114, 219)]"
,4,"(0, 4, 5, 6)","[(248, 175), (180, 176), (105, 185), (114, 219)]"
,4,"(0, 4, 6, 7)","[(248, 175), (180, 176), (114, 219), (91, 244)]"
,4,"(0, 5, 6, 7)","[(248, 175), (105, 185), (114, 219), (91, 244)]"
