PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(71, 204)",2,"(0, 1)","[(71, 204), (106, 201)]"
"(106, 201)",2,"(0, 7)","[(71, 204), (25, 73)]"
"(231, 52)",2,"(1, 2)","[(106, 201), (231, 52)]"
"(100, 160)",2,"(2, 3)","[(231, 52), (100, 160)]"
"(90, 143)",2,"(2, 6)","[(231, 52), (77, 74)]"
"(78, 139)",2,"(2, 7)","[(231, 52), (25, 73)]"
"(77, 74)",2,"(6, 7)","[(77, 74), (25, 73)]"
"(25, 73)",3,"(0, 1, 2)","[(71, 204), (106, 201), (231, 52)]"
,3,"(0, 1, 3)","[(71, 204), (106, 201), (100, 160)]"
,3,"(0, 1, 5)","[(71, 204), (106, 201), (78, 139)]"
,3,"(0, 1, 7)","[(71, 204), (106, 201), (25, 73)]"
,3,"(0, 5, 7)","[(71, 204), (78, 139), (25, 73)]"
,3,"(0, 6, 7)","[(71, 204), (77, 74), (25, 73)]"
,3,"(1, 2, 3)","[(106, 201), (231, 52), (100, 160)]"
,3,"(2, 3, 6)","[(231, 52), (100, 160), (77, 74)]"
,3,"(2, 4, 6)","[(231, 52), (90, 143), (77, 74)]"
,3,"(2, 6, 7)","[(231, 52), (77, 74), (25, 73)]"
,3,"(5, 6, 7)","[(78, 139), (77, 74), (25, 73)]"
,4,"(0, 1, 2, 3)","[(71, 204), (106, 201), (231, 52), (100, 160)]"
,4,"(0, 1, 3, 4)","[(71, 204), (106, 201), (100, 160), (90, 143)]"
,4,"(0, 1, 3, 5)","[(71, 204), (106, 201), (100, 160), (78, 139)]"
,4,"(0, 1, 5, 7)","[(71, 204), (106, 201), (78, 139), (25, 73)]"
,4,"(0, 4, 5, 7)","[(71, 204), (90, 143), (78, 139), (25, 73)]"
,4,"(0, 5, 6, 7)","[(71, 204), (78, 139), (77, 74), (25, 73)]"
