PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(12, 19)",2,"(0, 1)","[(12, 19), (135, 220)]"
"(135, 220)",2,"(0, 6)","[(12, 19), (92, 69)]"
"(170, 236)",2,"(0, 7)","[(12, 19), (243, 124)]"
"(167, 202)",2,"(1, 2)","[(135, 220), (170, 236)]"
"(169, 167)",2,"(2, 3)","[(170, 236), (167, 202)]"
"(192, 160)",2,"(2, 7)","[(170, 236), (243, 124)]"
"(92, 69)",2,"(5, 7)","[(192, 160), (243, 124)]"
"(243, 124)",2,"(6, 7)","[(92, 69), (243, 124)]"
,3,"(0, 1, 2)","[(12, 19), (135, 220), (170, 236)]"
,3,"(0, 1, 6)","[(12, 19), (135, 220), (92, 69)]"
,3,"(0, 4, 6)","[(12, 19), (169, 167), (92, 69)]"
,3,"(0, 6, 7)","[(12, 19), (92, 69), (243, 124)]"
,3,"(1, 2, 3)","[(135, 220), (170, 236), (167, 202)]"
,3,"(2, 3, 7)","[(170, 236), (167, 202), (243, 124)]"
,3,"(2, 5, 7)","[(170, 236), (192, 160), (243, 124)]"
,3,"(4, 5, 7)","[(169, 167), (192, 160), (243, 124)]"
,3,"(5, 6, 7)","[(192, 160), (92, 69), (243, 124)]"
,4,"(0, 1, 2, 3)","[(12, 19), (135, 220), (170, 236), (167, 202)]"
,4,"(0, 1, 2, 6)","[(12, 19), (135, 220), (170, 236), (92, 69)]"
,4,"(0, 1, 3, 6)","[(12, 19), (135, 220), (167, 202), (92, 69)]"
,4,"(0, 1, 4, 6)","[(12, 19), (135, 220), (169, 167), (92, 69)]"
,4,"(0, 4, 5, 6)","[(12, 19), (169, 167), (192, 160), (92, 69)]"
,4,"(0, 4, 6, 7)","[(12, 19), (169, 167), (92, 69), (243, 124)]"
,4,"(0, 5, 6, 7)","[(12, 19), (192, 160), (92, 69), (243, 124)]"
