PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(48, 237)",2,"(0, 1)","[(48, 237), (54, 249)]"
"(54, 249)",2,"(0, 7)","[(48, 237), (24, 7)]"
"(231, 185)",2,"(1, 2)","[(54, 249), (231, 185)]"
"(125, 203)",2,"(2, 3)","[(231, 185), (125, 203)]"
"(118, 195)",2,"(2, 7)","[(231, 185), (24, 7)]"
"(97, 192)",2,"(5, 7)","[(97, 192), (24, 7)]"
"(63, 220)",2,"(6, 7)","[(63, 220), (24, 7)]"
"(24, 7)",3,"(0, 1, 2)","[(48, 237), (54, 249), (231, 185)]"
,3,"(0, 1, 6)","[(48, 237), (54, 249), (63, 220)]"
,3,"(0, 1, 7)","[(48, 237), (54, 249), (24, 7)]"
,3,"(0, 6, 7)","[(48, 237), (63, 220), (24, 7)]"
,3,"(1, 2, 3)","[(54, 249), (231, 185), (125, 203)]"
,3,"(2, 3, 4)","[(231, 185), (125, 203), (118, 195)]"
,3,"(2, 3, 7)","[(231, 185), (125, 203), (24, 7)]"
,3,"(2, 4, 7)","[(231, 185), (118, 195), (24, 7)]"
,3,"(2, 5, 7)","[(231, 185), (97, 192), (24, 7)]"
,3,"(4, 5, 7)","[(118, 195), (97, 192), (24, 7)]"
,3,"(5, 6, 7)","[(97, 192), (63, 220), (24, 7)]"
,4,"(0, 1, 2, 3)","[(48, 237), (54, 249), (231, 185), (125, 203)]"
,4,"(0, 1, 2, 6)","[(48, 237), (54, 249), (231, 185), (63, 220)]"
,4,"(0, 1, 3, 6)","[(48, 237), (54, 249), (125, 203), (63, 220)]"
,4,"(0, 1, 5, 6)","[(48, 237), (54, 249), (97, 192), (63, 220)]"
,4,"(0, 1, 6, 7)","[(48, 237), (54, 249), (63, 220), (24, 7)]"
,4,"(0, 5, 6, 7)","[(48, 237), (97, 192), (63, 220), (24, 7)]"
