PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(27, 158)",2,"(0, 1)","[(27, 158), (108, 145)]"
"(108, 145)",2,"(0, 6)","[(27, 158), (66, 112)]"
"(229, 114)",2,"(0, 7)","[(27, 158), (62, 97)]"
"(131, 133)",2,"(1, 2)","[(108, 145), (229, 114)]"
"(150, 117)",2,"(2, 3)","[(229, 114), (131, 133)]"
"(104, 109)",2,"(2, 4)","[(229, 114), (150, 117)]"
"(66, 112)",2,"(2, 7)","[(229, 114), (62, 97)]"
"(62, 97)",2,"(5, 7)","[(104, 109), (62, 97)]"
,2,"(6, 7)","[(66, 112), (62, 97)]"
,3,"(0, 1, 2)","[(27, 158), (108, 145), (229, 114)]"
,3,"(0, 1, 3)","[(27, 158), (108, 145), (131, 133)]"
,3,"(0, 1, 6)","[(27, 158), (108, 145), (66, 112)]"
,3,"(0, 6, 7)","[(27, 158), (66, 112), (62, 97)]"
,3,"(1, 2, 3)","[(108, 145), (229, 114), (131, 133)]"
,3,"(2, 3, 4)","[(229, 114), (131, 133), (150, 117)]"
,3,"(2, 4, 5)","[(229, 114), (150, 117), (104, 109)]"
,3,"(2, 4, 7)","[(229, 114), (150, 117), (62, 97)]"
,3,"(2, 5, 7)","[(229, 114), (104, 109), (62, 97)]"
,3,"(5, 6, 7)","[(104, 109), (66, 112), (62, 97)]"
,4,"(0, 1, 2, 3)","[(27, 158), (108, 145), (229, 114), (131, 133)]"
,4,"(0, 1, 3, 4)","[(27, 158), (108, 145), (131, 133), (150, 117)]"
,4,"(0, 1, 3, 6)","[(27, 158), (108, 145), (131, 133), (66, 112)]"
,4,"(0, 1, 6, 7)","[(27, 158), (108, 145), (66, 112), (62, 97)]"
,4,"(0, 5, 6, 7)","[(27, 158), (104, 109), (66, 112), (62, 97)]"
