PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(219, 246)",2,"(0, 1)","[(219, 246), (212, 127)]"
"(212, 127)",2,"(0, 6)","[(219, 246), (147, 212)]"
"(124, 9)",2,"(0, 7)","[(219, 246), (36, 209)]"
"(174, 150)",2,"(1, 2)","[(212, 127), (124, 9)]"
"(135, 80)",2,"(2, 4)","[(124, 9), (135, 80)]"
"(158, 181)",2,"(2, 7)","[(124, 9), (36, 209)]"
"(147, 212)",2,"(6, 7)","[(147, 212), (36, 209)]"
"(36, 209)",3,"(0, 1, 2)","[(219, 246), (212, 127), (124, 9)]"
,3,"(0, 1, 3)","[(219, 246), (212, 127), (174, 150)]"
,3,"(0, 1, 6)","[(219, 246), (212, 127), (147, 212)]"
,3,"(0, 5, 6)","[(219, 246), (158, 181), (147, 212)]"
,3,"(0, 6, 7)","[(219, 246), (147, 212), (36, 209)]"
,3,"(1, 2, 3)","[(212, 127), (124, 9), (174, 150)]"
,3,"(1, 2, 4)","[(212, 127), (124, 9), (135, 80)]"
,3,"(2, 4, 7)","[(124, 9), (135, 80), (36, 209)]"
,3,"(2, 6, 7)","[(124, 9), (147, 212), (36, 209)]"
,3,"(4, 6, 7)","[(135, 80), (147, 212), (36, 209)]"
,3,"(5, 6, 7)","[(158, 181), (147, 212), (36, 209)]"
,4,"(0, 1, 2, 3)","[(219, 246), (212, 127), (124, 9), (174, 150)]"
,4,"(0, 1, 3, 5)","[(219, 246), (212, 127), (174, 150), (158, 181)]"
,4,"(0, 1, 3, 6)","[(219, 246), (212, 127), (174, 150), (147, 212)]"
,4,"(0, 1, 5, 6)","[(219, 246), (212, 127), (158, 181), (147, 212)]"
,4,"(0, 3, 5, 6)","[(219, 246), (174, 150), (158, 181), (147, 212)]"
,4,"(0, 5, 6, 7)","[(219, 246), (158, 181), (147, 212), (36, 209)]"
