PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(22, 124)",2,"(0, 1)","[(22, 124), (143, 225)]"
"(143, 225)",2,"(0, 7)","[(22, 124), (40, 97)]"
"(234, 246)",2,"(1, 2)","[(143, 225), (234, 246)]"
"(186, 199)",2,"(2, 4)","[(234, 246), (199, 195)]"
"(199, 195)",2,"(2, 6)","[(234, 246), (168, 2)]"
"(80, 139)",2,"(4, 6)","[(199, 195), (168, 2)]"
"(168, 2)",2,"(6, 7)","[(168, 2), (40, 97)]"
"(40, 97)",3,"(0, 1, 2)","[(22, 124), (143, 225), (234, 246)]"
,3,"(0, 1, 5)","[(22, 124), (143, 225), (80, 139)]"
,3,"(0, 1, 7)","[(22, 124), (143, 225), (40, 97)]"
,3,"(0, 5, 7)","[(22, 124), (80, 139), (40, 97)]"
,3,"(0, 6, 7)","[(22, 124), (168, 2), (40, 97)]"
,3,"(1, 2, 3)","[(143, 225), (234, 246), (186, 199)]"
,3,"(1, 2, 4)","[(143, 225), (234, 246), (199, 195)]"
,3,"(2, 3, 4)","[(234, 246), (186, 199), (199, 195)]"
,3,"(2, 4, 6)","[(234, 246), (199, 195), (168, 2)]"
,3,"(3, 4, 6)","[(186, 199), (199, 195), (168, 2)]"
,3,"(4, 6, 7)","[(199, 195), (168, 2), (40, 97)]"
,3,"(5, 6, 7)","[(80, 139), (168, 2), (40, 97)]"
,4,"(0, 1, 2, 3)","[(22, 124), (143, 225), (234, 246), (186, 199)]"
,4,"(0, 1, 2, 5)","[(22, 124), (143, 225), (234, 246), (80, 139)]"
,4,"(0, 1, 5, 7)","[(22, 124), (143, 225), (80, 139), (40, 97)]"
,4,"(0, 5, 6, 7)","[(22, 124), (80, 139), (168, 2), (40, 97)]"
