PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(147, 238)",2,"(0, 1)","[(147, 238), (250, 114)]"
"(250, 114)",2,"(0, 6)","[(147, 238), (83, 133)]"
"(159, 81)",2,"(0, 7)","[(147, 238), (6, 17)]"
"(132, 102)",2,"(1, 2)","[(250, 114), (159, 81)]"
"(130, 113)",2,"(1, 7)","[(250, 114), (6, 17)]"
"(123, 125)",2,"(2, 7)","[(159, 81), (6, 17)]"
"(83, 133)",2,"(6, 7)","[(83, 133), (6, 17)]"
"(6, 17)",3,"(0, 1, 2)","[(147, 238), (250, 114), (159, 81)]"
,3,"(0, 1, 5)","[(147, 238), (250, 114), (123, 125)]"
,3,"(0, 1, 6)","[(147, 238), (250, 114), (83, 133)]"
,3,"(0, 5, 6)","[(147, 238), (123, 125), (83, 133)]"
,3,"(0, 6, 7)","[(147, 238), (83, 133), (6, 17)]"
,3,"(1, 2, 3)","[(250, 114), (159, 81), (132, 102)]"
,3,"(1, 2, 7)","[(250, 114), (159, 81), (6, 17)]"
,3,"(2, 3, 7)","[(159, 81), (132, 102), (6, 17)]"
,3,"(2, 6, 7)","[(159, 81), (83, 133), (6, 17)]"
,3,"(3, 6, 7)","[(132, 102), (83, 133), (6, 17)]"
,3,"(5, 6, 7)","[(123, 125), (83, 133), (6, 17)]"
,4,"(0, 1, 2, 3)","[(147, 238), (250, 114), (159, 81), (132, 102)]"
,4,"(0, 1, 2, 4)","[(147, 238), (250, 114), (159, 81), (130, 113)]"
,4,"(0, 1, 2, 5)","[(147, 238), (250, 114), (159, 81), (123, 125)]"
,4,"(0, 1, 4, 5)","[(147, 238), (250, 114), (130, 113), (123, 125)]"
,4,"(0, 1, 5, 6)","[(147, 238), (250, 114), (123, 125), (83, 133)]"
,4,"(0, 4, 5, 6)","[(147, 238), (130, 113), (123, 125), (83, 133)]"
,4,"(0, 5, 6, 7)","[(147, 238), (123, 125), (83, 133), (6, 17)]"
