PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(56, 199)",2,"(0, 1)","[(56, 199), (196, 146)]"
"(196, 146)",2,"(0, 4)","[(56, 199), (70, 178)]"
"(128, 151)",2,"(0, 7)","[(56, 199), (50, 56)]"
"(110, 140)",2,"(1, 2)","[(196, 146), (128, 151)]"
"(70, 178)",2,"(1, 7)","[(196, 146), (50, 56)]"
"(76, 163)",2,"(6, 7)","[(72, 126), (50, 56)]"
"(72, 126)",3,"(0, 1, 2)","[(56, 199), (196, 146), (128, 151)]"
"(50, 56)",3,"(0, 1, 4)","[(56, 199), (196, 146), (70, 178)]"
,3,"(0, 4, 5)","[(56, 199), (70, 178), (76, 163)]"
,3,"(0, 4, 7)","[(56, 199), (70, 178), (50, 56)]"
,3,"(0, 6, 7)","[(56, 199), (72, 126), (50, 56)]"
,3,"(1, 2, 3)","[(196, 146), (128, 151), (110, 140)]"
,3,"(1, 2, 7)","[(196, 146), (128, 151), (50, 56)]"
,3,"(1, 3, 7)","[(196, 146), (110, 140), (50, 56)]"
,3,"(1, 6, 7)","[(196, 146), (72, 126), (50, 56)]"
,3,"(3, 6, 7)","[(110, 140), (72, 126), (50, 56)]"
,3,"(5, 6, 7)","[(76, 163), (72, 126), (50, 56)]"
,4,"(0, 1, 2, 3)","[(56, 199), (196, 146), (128, 151), (110, 140)]"
,4,"(0, 1, 2, 4)","[(56, 199), (196, 146), (128, 151), (70, 178)]"
,4,"(0, 1, 4, 5)","[(56, 199), (196, 146), (70, 178), (76, 163)]"
,4,"(0, 2, 4, 5)","[(56, 199), (128, 151), (70, 178), (76, 163)]"
,4,"(0, 4, 5, 6)","[(56, 199), (70, 178), (76, 163), (72, 126)]"
,4,"(0, 4, 5, 7)","[(56, 199), (70, 178), (76, 163), (50, 56)]"
,4,"(0, 4, 6, 7)","[(56, 199), (70, 178), (72, 126), (50, 56)]"
,4,"(0, 5, 6, 7)","[(56, 199), (76, 163), (72, 126), (50, 56)]"
