PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points
"(3, 140)",2,"(0, 1)","[(3, 140), (84, 198)]"
"(84, 198)",2,"(0, 7)","[(3, 140), (252, 1)]"
"(203, 254)",2,"(1, 2)","[(84, 198), (203, 254)]"
"(116, 194)",2,"(2, 3)","[(203, 254), (116, 194)]"
"(157, 158)",2,"(2, 5)","[(203, 254), (210, 151)]"
"(210, 151)",2,"(2, 6)","[(203, 254), (246, 124)]"
"(246, 124)",2,"(6, 7)","[(246, 124), (252, 1)]"
"(252, 1)",3,"(0, 1, 2)","[(3, 140), (84, 198), (203, 254)]"
,3,"(0, 1, 3)","[(3, 140), (84, 198), (116, 194)]"
,3,"(0, 1, 7)","[(3, 140), (84, 198), (252, 1)]"
,3,"(0, 4, 7)","[(3, 140), (157, 158), (252, 1)]"
,3,"(0, 6, 7)","[(3, 140), (246, 124), (252, 1)]"
,3,"(1, 2, 3)","[(84, 198), (203, 254), (116, 194)]"
,3,"(2, 3, 5)","[(203, 254), (116, 194), (210, 151)]"
,3,"(2, 5, 6)","[(203, 254), (210, 151), (246, 124)]"
,3,"(2, 6, 7)","[(203, 254), (246, 124), (252, 1)]"
,3,"(5, 6, 7)","[(210, 151), (246, 124), (252, 1)]"
,4,"(0, 1, 2, 3)","[(3, 140), (84, 198), (203, 254), (116, 194)]"
,4,"(0, 1, 3, 4)","[(3, 140), (84, 198), (116, 194), (157, 158)]"
,4,"(0, 1, 3, 7)","[(3, 140), (84, 198), (116, 194), (252, 1)]"
,4,"(0, 1, 4, 7)","[(3, 140), (84, 198), (157, 158), (252, 1)]"
,4,"(0, 4, 6, 7)","[(3, 140), (157, 158), (246, 124), (252, 1)]"
,4,"(0, 5, 6, 7)","[(3, 140), (210, 151), (246, 124), (252, 1)]"
